id,playername,teamname,year,split,final_offense,final_defense,final_utility,final_macro,final_clutch,final_consistency
18224,Feikun,Dominus Esports Young,2019,Summer,84.5134823614583,77.60751118173897,66.28737559562236,,89.82590074472769,76.89058232532979
18225,Flora,VP Game,2019,Summer,67.88042233656324,70.59276275039458,58.441670898766745,,60.52090861570319,64.0519928616711
18226,Forge,Invictus Gaming Young,2019,Summer,94.2305725290119,84.90525493182919,71.49557502279198,,100.0,84.50876134254545
18227,Forsaken,LNG Academy,2019,Summer,55.342697680681646,69.97494272709625,56.13850576806261,,50.0,55.88436116327922
18228,Future,D7G Esports Club,2019,Summer,55.37733083887521,67.43064268028832,53.58936925736511,,50.0,58.782980344741546
18229,Fzy,Victorious Gaming,2019,Summer,83.26674716581745,76.4605337933304,91.40364079137127,,50.0,93.64705342761297
18230,GENTLE,Team WE Academy,2019,Summer,75.97878407528893,74.48192259176137,55.89487393284006,,63.21778705342421,69.21964982054453
18231,Garvey,VP Game,2019,Summer,63.48637440382292,72.01123756809179,53.446598927461295,,69.46455538427297,65.24059135553632
18232,Geju,Royal Club,2019,Summer,53.87263805552409,70.78555929105607,51.554448700400286,,50.0,53.19094870897953
18233,Grim,Scorpio Game,2019,Summer,73.39199092370711,68.33316537884059,54.33288958685047,,50.0,65.66462705143216
18235,GuHao44,Dominus Esports Young,2019,Summer,53.16123608112018,68.39393931234282,50.08624744835981,,50.0,51.53640130752271
18236,HanXuan,Bilibili Gaming Junior,2019,Summer,91.76280744150998,80.42632373310407,71.77799210203287,,83.27239274226199,81.90290611677102
18237,Hang,Vici Gaming Potential,2019,Summer,75.51528923556083,84.62115191955029,83.23836650095384,,51.13160704257761,78.00774875049086
18238,Hao,Victorious Gaming,2019,Summer,64.11187029122746,72.3807939079891,53.85581344604287,,56.904571675382286,65.3279692304501
18239,Hehuo,FunPlus Phoenix Blaze,2019,Summer,50.47078014053211,69.94622840067971,50.245387777164524,,50.0,50.0
18240,Hepcat,LNG Academy,2019,Summer,61.718088196882434,70.50856146241988,56.04741038793636,,57.268384923862804,60.02050055525494
18241,Hope,EDG Youth Team,2019,Summer,63.30655259743407,73.2181621120448,53.17946071630972,,62.656246408836665,57.814251177455056
