gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,1,Blue,top,SoaR,oe:player:93f82d825f42b45556c854fdfcef571,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Fiora,Caitlyn,Malzahar,Syndra,Jayce,,,,,,,1768,0,0,4,0,2,11,,,0.0,0.0,,0.0,,,0.0679,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6721.0,228.0882,0.200813,549.5701,,12.0,0.4072,1.0,0.0339,2.0,,,9552.0,5889.0,199.8529,0.221817,,,,232.0,231.0,1.0,0.0,1.0,7.8733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,2,Blue,jng,tbq,oe:player:834e9c779ea93625da0dfc53df5f228,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Rek'Sai,Caitlyn,Malzahar,Syndra,Jayce,,,,,,,1768,0,1,3,1,2,11,,,0.0,0.0,,0.0,,,0.0679,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5877.0,199.4457,0.175595,978.3258,,28.0,0.9502,17.0,0.5769,7.0,,,8976.0,5313.0,180.3054,0.200121,,,,143.0,28.0,115.0,69.0,46.0,4.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,3,Blue,mid,BaeMe,oe:player:7eaba623487d46d2c22fe07755332c9,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Ryze,Caitlyn,Malzahar,Syndra,Jayce,,,,,,,1768,0,1,1,0,2,11,,,0.0,0.0,,0.0,,,0.0679,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8655.0,293.7217,0.258598,389.6946,,9.0,0.3054,8.0,0.2715,5.0,,,10245.0,6582.0,223.371,0.247921,,,,275.0,264.0,11.0,4.0,7.0,9.3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,4,Blue,bot,Gao,oe:player:ffb5e09af5fe51d3ce2a10206f5d7a9,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Varus,Caitlyn,Malzahar,Syndra,Jayce,,,,,,,1768,0,0,2,2,2,11,,,0.0,0.0,,0.0,,,0.0679,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7232.0,245.4299,0.216081,315.3733,,11.0,0.3733,10.0,0.3394,4.0,,,9627.0,5964.0,202.3982,0.224642,,,,253.0,244.0,9.0,9.0,0.0,8.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,5,Blue,sup,Xfq,oe:player:22263a33de4ca6c1ca6c08de3de913e,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Karma,Caitlyn,Malzahar,Syndra,Jayce,,,,,,,1768,0,0,1,2,2,11,,,0.0,0.0,,0.0,,,0.0679,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4984.0,169.1403,0.148914,259.7511,,33.0,1.1199,11.0,0.3733,6.0,,,6464.0,2801.0,95.0566,0.105499,,,,18.0,18.0,0.0,0.0,0.0,0.6109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,6,Red,top,Clowz,oe:player:ffa517265932cce4cb23a0a9100b52b,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Maokai,LeBlanc,Lee Sin,Rengar,Zyra,Camille,,,,,,1768,1,5,0,5,11,2,,,0.0,0.0,,0.0,,,0.3733,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9959.0,337.9751,0.215834,565.6222,,15.0,0.509,3.0,0.1018,3.0,,,13390.0,9727.0,330.1018,0.250878,,,,259.0,259.0,0.0,0.0,0.0,8.7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,7,Red,jng,Ning,oe:player:9b22cace0315e520c50f1b8f8ac434c,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Elise,LeBlanc,Lee Sin,Rengar,Zyra,Camille,,,,,,1768,1,1,0,6,11,2,,,0.0,0.0,,1.0,,,0.3733,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8717.0,295.8258,0.188917,543.0882,,19.0,0.6448,11.0,0.3733,6.0,,,10857.0,7194.0,244.1403,0.185546,,,,111.0,25.0,86.0,63.0,23.0,3.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,8,Red,mid,Viper,oe:player:15b314a12fd4565bc9129fdc95fa842,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Cassiopeia,LeBlanc,Lee Sin,Rengar,Zyra,Camille,,,,,,1768,1,1,1,5,11,2,,,0.0,0.0,,0.0,,,0.3733,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13487.0,457.7036,0.292293,359.2534,,16.0,0.543,5.0,0.1697,5.0,,,12371.0,8708.0,295.5204,0.224596,,,,273.0,251.0,22.0,7.0,15.0,9.2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,9,Red,bot,Bvoy,oe:player:494fc60dffbb5da1caa2226baef0ec7,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Jhin,LeBlanc,Lee Sin,Rengar,Zyra,Camille,,,,,,1768,1,4,1,2,11,2,,,0.0,0.0,,0.0,,,0.3733,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11845.0,401.9796,0.256708,272.2738,,16.0,0.543,5.0,0.1697,5.0,,,12473.0,8810.0,298.9819,0.227227,,,,244.0,237.0,7.0,5.0,2.0,8.2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,10,Red,sup,Killua,oe:player:09196919e3f9f97afcccaa43410a669,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Nami,LeBlanc,Lee Sin,Rengar,Zyra,Camille,,,,,,1768,1,0,0,7,11,2,,,0.0,0.0,,0.0,,,0.3733,0.4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2134.0,72.4208,0.0462485,205.0792,,39.0,1.3235,13.0,0.4412,9.0,,,7996.0,4333.0,147.0475,0.111754,,,,14.0,14.0,0.0,0.0,0.0,0.4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,100,Blue,team,,,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,,Caitlyn,Malzahar,Syndra,Jayce,,,,,,,1768,0,2,11,5,2,11,,,,,0.0,,,,0.0679,0.4412,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,0.0,2.0,,,1.0,2.0,9.0,,,,,,,33469.0,1135.8258,,2492.7149,,93.0,3.1561,47.0,1.595,24.0,,,44864.0,26548.0,900.9502,,,,,921.0,785.0,136.0,82.0,54.0,31.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1520,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 05:19:17,1,,200,Red,team,,,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,,LeBlanc,Lee Sin,Rengar,Zyra,Camille,,,,,,1768,1,11,2,25,11,2,,,,,1.0,,,,0.3733,0.4412,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,2.0,0.0,,,0.0,9.0,2.0,,,,,,,46142.0,1565.905,,1945.3167,,105.0,3.5633,37.0,1.2557,28.0,,,57087.0,38771.0,1315.7579,,,,,901.0,786.0,115.0,75.0,40.0,30.5769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,1,Blue,top,Clowz,oe:player:ffa517265932cce4cb23a0a9100b52b,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Nautilus,Zyra,Ashe,Rengar,Kha'Zix,Maokai,,,,,,1858,1,2,0,8,13,5,,,0.0,0.0,,0.0,,,0.4198,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10876.0,351.2164,0.162693,551.8837,,16.0,0.5167,2.0,0.0646,2.0,,,11981.0,8147.0,263.0893,0.208603,,,,258.0,248.0,10.0,2.0,8.0,8.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,2,Blue,jng,Ning,oe:player:9b22cace0315e520c50f1b8f8ac434c,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Lee Sin,Zyra,Ashe,Rengar,Kha'Zix,Maokai,,,,,,1858,1,3,2,8,13,5,,,0.0,0.0,,0.0,,,0.4198,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9482.0,306.2002,0.14184,623.8644,,18.0,0.5813,7.0,0.226,7.0,,,11606.0,7772.0,250.9795,0.199001,,,,145.0,37.0,108.0,70.0,38.0,4.6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,3,Blue,mid,Viper,oe:player:15b314a12fd4565bc9129fdc95fa842,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Ryze,Zyra,Ashe,Rengar,Kha'Zix,Maokai,,,,,,1858,1,5,1,5,13,5,,,0.0,0.0,,0.0,,,0.4198,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14788.0,477.5457,0.221212,371.141,,12.0,0.3875,9.0,0.2906,1.0,,,13223.0,9389.0,303.197,0.240406,,,,233.0,220.0,13.0,10.0,3.0,7.5242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,4,Blue,bot,Bvoy,oe:player:494fc60dffbb5da1caa2226baef0ec7,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Varus,Zyra,Ashe,Rengar,Kha'Zix,Maokai,,,,,,1858,1,3,1,6,13,5,,,0.0,0.0,,0.0,,,0.4198,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25906.0,836.577,0.387524,345.1453,,13.0,0.4198,8.0,0.2583,2.0,,,12850.0,9016.0,291.1518,0.230855,,,,258.0,254.0,4.0,4.0,0.0,8.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,5,Blue,sup,Killua,oe:player:09196919e3f9f97afcccaa43410a669,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,Nami,Zyra,Ashe,Rengar,Kha'Zix,Maokai,,,,,,1858,1,0,1,10,13,5,,,0.0,0.0,,0.0,,,0.4198,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5798.0,187.2336,0.0867315,322.6372,,42.0,1.3563,6.0,0.1938,12.0,,,8565.0,4731.0,152.7772,0.121135,,,,10.0,10.0,0.0,0.0,0.0,0.3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,6,Red,top,SoaR,oe:player:93f82d825f42b45556c854fdfcef571,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Fiora,LeBlanc,Elise,Malzahar,Darius,Jayce,,,,,,1858,0,0,4,1,5,13,,,0.0,0.0,,0.0,,,0.1615,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8836.0,285.3391,0.191181,756.8461,,10.0,0.3229,4.0,0.1292,1.0,,,10088.0,6254.0,201.9591,0.203085,,,,238.0,230.0,8.0,2.0,6.0,7.6857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,7,Red,jng,tbq,oe:player:834e9c779ea93625da0dfc53df5f228,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Rek'Sai,LeBlanc,Elise,Malzahar,Darius,Jayce,,,,,,1858,0,1,2,3,5,13,,,0.0,0.0,,0.0,,,0.1615,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861.0,124.6825,0.0835389,1162.4435,,25.0,0.8073,15.0,0.4844,5.0,,,9719.0,5885.0,190.0431,0.191102,,,,170.0,21.0,149.0,72.0,77.0,5.4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,8,Red,mid,BaeMe,oe:player:7eaba623487d46d2c22fe07755332c9,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Syndra,LeBlanc,Elise,Malzahar,Darius,Jayce,,,,,,1858,0,3,4,1,5,13,,,0.0,0.0,,0.0,,,0.1615,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15404.0,497.4381,0.33329,337.4596,,10.0,0.3229,3.0,0.0969,6.0,,,11560.0,7726.0,249.4941,0.250887,,,,259.0,254.0,5.0,3.0,2.0,8.3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,9,Red,bot,Gao,oe:player:ffb5e09af5fe51d3ce2a10206f5d7a9,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Caitlyn,LeBlanc,Elise,Malzahar,Darius,Jayce,,,,,,1858,0,1,2,2,5,13,,,0.0,0.0,,1.0,,,0.1615,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12099.0,390.7104,0.261781,415.3498,,12.0,0.3875,7.0,0.226,2.0,,,11588.0,7754.0,250.3983,0.251796,,,,253.0,240.0,13.0,9.0,4.0,8.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,10,Red,sup,Xfq,oe:player:22263a33de4ca6c1ca6c08de3de913e,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,Karma,LeBlanc,Elise,Malzahar,Darius,Jayce,,,,,,1858,0,0,1,3,5,13,,,0.0,0.0,,0.0,,,0.1615,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6018.0,194.338,0.130209,315.5328,,37.0,1.1948,8.0,0.2583,8.0,,,7010.0,3176.0,102.5619,0.10313,,,,18.0,18.0,0.0,0.0,0.0,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,100,Blue,team,,,Young Miracles,oe:team:1486bbe432b1153d9a83ff6e75d6c90,,Zyra,Ashe,Rengar,Kha'Zix,Maokai,,,,,,1858,1,13,5,37,13,5,,,,,0.0,,,,0.4198,0.5813,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,0.0,10.0,5.0,,,,,,,66850.0,2158.7729,,2214.6717,,101.0,3.2616,32.0,1.0334,24.0,,,58225.0,39054.0,1261.1625,,,,,904.0,769.0,135.0,86.0,49.0,29.1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-1521,partial,https://lpl.qq.com/es/stats.shtml?bmid=1732,LSPL,2017,Spring,0,2017-01-17 06:18:31,2,,200,Red,team,,,IN Gaming,oe:team:6c8bf5b93fd189943d784b55bb71b61,,LeBlanc,Elise,Malzahar,Darius,Jayce,,,,,,1858,0,5,13,10,5,13,,,,,1.0,,,,0.1615,0.5813,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,0.0,1.0,,,1.0,5.0,10.0,,,,,,,46218.0,1492.5081,,2987.6319,,94.0,3.0355,37.0,1.1948,22.0,,,49965.0,30794.0,994.4241,,,,,938.0,763.0,175.0,86.0,89.0,30.2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,1,Blue,top,Zoom,oe:player:4252b72e6ebcd4d4b4c2e46a786f03d,DS Gaming,oe:team:b5c576b8e06c20217de8792be32aa47,Poppy,Zyra,Rengar,Ekko,Maokai,Nautilus,,,,,,2387,1,1,1,6,8,15,,,0.0,0.0,,0.0,,,0.2011,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8485.0,213.2803,0.168876,532.8111,,19.0,0.4776,3.0,0.0754,4.0,,,15473.0,10634.0,267.2979,0.231462,,,,379.0,334.0,45.0,7.0,38.0,9.5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,2,Blue,jng,GuYueXin,oe:player:fcbed50c7b8cfa6dc5f1576b87e816f,DS Gaming,oe:team:b5c576b8e06c20217de8792be32aa47,Kha'Zix,Zyra,Rengar,Ekko,Maokai,Nautilus,,,,,,2387,1,1,3,3,8,15,,,0.0,0.0,,0.0,,,0.2011,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6948.0,174.646,0.138285,785.4294,,38.0,0.9552,18.0,0.4525,11.0,,,12482.0,7643.0,192.1156,0.166357,,,,177.0,36.0,141.0,94.0,47.0,4.4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,3,Blue,mid,cyeol,oe:player:9cfd1934f9883bacceb945d79bddecd,DS Gaming,oe:team:b5c576b8e06c20217de8792be32aa47,Orianna,Zyra,Rengar,Ekko,Maokai,Nautilus,,,,,,2387,1,3,3,4,8,15,,,0.0,0.0,,1.0,,,0.2011,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12771.0,321.0138,0.25418,202.5471,,14.0,0.3519,12.0,0.3016,8.0,,,16064.0,11225.0,282.1533,0.244326,,,,355.0,344.0,11.0,11.0,0.0,8.9233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,4,Blue,bot,Police,oe:player:e7dd312beb9106b0178bb1efb4a6c28,DS Gaming,oe:team:b5c576b8e06c20217de8792be32aa47,Ezreal,Zyra,Rengar,Ekko,Maokai,Nautilus,,,,,,2387,1,2,3,5,8,15,,,0.0,0.0,,0.0,,,0.2011,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13565.0,340.9719,0.269982,311.5375,,15.0,0.377,2.0,0.0503,4.0,,,15716.0,10877.0,273.4059,0.236751,,,,329.0,327.0,2.0,2.0,0.0,8.2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,5,Blue,sup,Xintai,oe:player:3f8edf0478b9bcbdaad6290e156d6fd,DS Gaming,oe:team:b5c576b8e06c20217de8792be32aa47,Malzahar,Zyra,Rengar,Ekko,Maokai,Nautilus,,,,,,2387,1,1,5,3,8,15,,,0.0,0.0,,0.0,,,0.2011,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475.0,213.0289,0.168677,282.3544,,46.0,1.1563,17.0,0.4273,8.0,,,10403.0,5564.0,139.8576,0.121104,,,,27.0,27.0,0.0,0.0,0.0,0.6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,6,Red,top,Moyu,oe:player:5093612655b7f2f5d322d43bd821bdf,Gama E-Sport Dream (伽马电子竞技),oe:team:603bfbbe0865f904c221dfa62faa8d2,Kennen,Camille,LeBlanc,Syndra,Corki,Jhin,,,,,,2387,0,4,3,3,15,8,,,0.0,0.0,,0.0,,,0.377,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15981.0,401.7009,0.280241,405.8232,,23.0,0.5781,6.0,0.1508,7.0,,,14608.0,9769.0,245.5551,0.206546,,,,312.0,301.0,11.0,9.0,2.0,7.8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,7,Red,jng,H4cker,oe:player:5d11b64cb0cf93ea4a5e5c6977aff59,Gama E-Sport Dream (伽马电子竞技),oe:team:603bfbbe0865f904c221dfa62faa8d2,Lee Sin,Camille,LeBlanc,Syndra,Corki,Jhin,,,,,,2387,0,3,1,7,15,8,,,0.0,0.0,,0.0,,,0.377,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7148.0,179.6732,0.125346,687.7,,50.0,1.2568,15.0,0.377,13.0,,,14142.0,9303.0,233.8416,0.196693,,,,194.0,46.0,148.0,80.0,68.0,4.8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731-1522,partial,https://lpl.qq.com/es/stats.shtml?bmid=1731,LSPL,2017,Spring,0,2017-01-17 07:26:57,1,,8,Red,mid,Chunibyo,oe:player:356728aeffdbd7f7b7b2fc715586a2e,Gama E-Sport Dream (伽马电子竞技),oe:team:603bfbbe0865f904c221dfa62faa8d2,Ryze,Camille,LeBlanc,Syndra,Corki,Jhin,,,,,,2387,0,4,1,4,15,8,,,0.0,0.0,,0.0,,,0.377,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11546.0,290.222,0.202469,348.7893,,15.0,0.377,11.0,0.2765,2.0,,,15548.0,10709.0,269.1831,0.226421,,,,316.0,272.0,44.0,23.0,21.0,7.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
