gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
ESPORTSTMNT01/1325195,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325195?gameHash=148629fab8f2b383,LCK,2020,Spring,0,2020-03-26 09:05:16,2,10.05,100,Blue,team,,,SeolHaeOne Prince,oe:team:c228d8939c704a1d5ac0e3d49477cc4,,Sett,LeBlanc,Kalista,Braum,Renekton,Ornn,Kai'Sa,Nautilus,Irelia,Elise,1867,0,13,23,33,13,23,1.0,0.0,0.0,0.0,0.0,,,,0.4178,1.1569,0.0,4.0,1.0,,,,,,,,,4.0,,,1.0,1.0,0.0,,,0.0,0.0,2.0,,,1.0,4.0,8.0,,0.0,,,0.0,1.0,58255.0,1872.1478,,3103.6101,2450.2625,126.0,4.0493,54.0,1.7354,40.0,245.0,7.8736,53726,33305.0,1070.3267,,51520.0,-0.0833333,-0.59,,765.0,188.0,118.0,12.0,30.6267,15385.0,17519.0,307.0,15549.0,18328.0,306.0,-164.0,-809.0,1.0,2.0,6.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1325195,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1325195?gameHash=148629fab8f2b383,LCK,2020,Spring,0,2020-03-26 09:05:16,2,10.05,200,Red,team,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,,Aphelios,Senna,Varus,Kindred,Qiyana,Sylas,Miss Fortune,Trundle,Azir,Taric,1867,1,23,13,52,23,13,4.0,0.0,0.0,0.0,1.0,,,,0.7392,1.1569,1.0,1.0,4.0,,,,,,,,,1.0,,,0.0,0.0,1.0,,,0.0,2.0,0.0,,,0.0,8.0,4.0,,0.0,,,1.0,0.0,74344.0,2389.2019,,2720.632,2553.1334,109.0,3.5029,49.0,1.5747,40.0,226.0,7.263,60948,40527.0,1302.421,,56000.0,0.0833333,0.59,,731.0,201.0,129.0,22.0,29.9518,15549.0,18328.0,306.0,15385.0,17519.0,307.0,164.0,809.0,-1.0,3.0,2.0,2.0,2.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,1,Blue,top,Lonely,oe:player:39b7c8fcabea217972326ec1f441b0a,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Aatrox,Ornn,Varus,LeBlanc,Zoe,Kennen,,,,,,1836,0,0,6,2,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,5457.0,178.3333,0.167131,721.9608,462.5163,15.0,0.4902,4.0,0.1307,8.0,28.0,0.915,8815,4794.0,156.6667,0.17563,8900.0,,,202.0,190.0,12.0,1.0,0.0,6.6013,2899.0,4113.0,67.0,3273.0,4375.0,69.0,-374.0,-262.0,-2.0,0.0,1.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,2,Blue,jng,Punch,oe:player:140685b8f5c6b18ddb68c087c31ea97,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Elise,Ornn,Varus,LeBlanc,Zoe,Kennen,,,,,,1836,0,1,5,2,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6941.0,226.8301,0.212582,518.5948,273.4641,15.0,0.4902,18.0,0.5882,15.0,53.0,1.732,8198,4177.0,136.5033,0.153026,8175.0,,,133.0,28.0,105.0,71.0,8.0,4.3464,3191.0,2567.0,45.0,3765.0,3058.0,46.0,-574.0,-491.0,-1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,3,Blue,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Azir,Ornn,Varus,LeBlanc,Zoe,Kennen,,,,,,1836,0,0,5,2,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7755.0,253.4314,0.237512,444.7386,338.5294,15.0,0.4902,9.0,0.2941,6.0,40.0,1.3072,11125,7104.0,232.1569,0.260258,10950.0,,,279.0,259.0,20.0,20.0,0.0,9.1176,3231.0,4000.0,82.0,3429.0,3997.0,74.0,-198.0,3.0,8.0,0.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,4,Blue,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kalista,Ornn,Varus,LeBlanc,Zoe,Kennen,,,,,,1836,0,3,3,0,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1307,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11021.0,360.1634,0.337539,302.4183,420.817,15.0,0.4902,4.0,0.1307,8.0,24.0,0.7843,12796,8775.0,286.7647,0.321477,12400.0,,,299.0,265.0,34.0,34.0,0.0,9.7712,3542.0,2783.0,77.0,3771.0,3888.0,88.0,-229.0,-1105.0,-11.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,5,Blue,sup,GorillA,oe:player:a9fdc6a800e800eb897d38b389f96f0,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Taric,Ornn,Varus,LeBlanc,Zoe,Kennen,,,,,,1836,0,0,4,2,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1307,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1477.0,48.268,0.045236,392.2876,370.2288,43.0,1.4052,7.0,0.2288,14.0,63.0,2.0588,6467,2446.0,79.9346,0.0896094,6025.0,,,32.0,32.0,0.0,0.0,0.0,1.0458,2287.0,2857.0,14.0,2710.0,2120.0,12.0,-423.0,737.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,6,Red,top,HOYA,oe:player:57ac9f77eae511aeee1e854434f73f2,Griffin,oe:team:76b516358ee227ba806ba5d955b6314,Lucian,Aphelios,Senna,Sejuani,Lee Sin,Rek'Sai,,,,,,1836,1,6,0,6,23,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7516,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,16825.0,549.8366,0.283775,418.1699,362.2876,16.0,0.5229,7.0,0.2288,6.0,35.0,1.1438,13896,9875.0,322.7124,0.261396,12500.0,,,268.0,244.0,24.0,13.0,1.0,8.7582,3273.0,4375.0,69.0,2899.0,4113.0,67.0,374.0,262.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,7,Red,jng,Tarzan,oe:player:62922f2b370657a966de4d84f5586bf,Griffin,oe:team:76b516358ee227ba806ba5d955b6314,Jarvan IV,Aphelios,Senna,Sejuani,Lee Sin,Rek'Sai,,,,,,1836,1,2,2,17,23,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7516,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7031.0,229.7712,0.118587,632.0588,917.6471,14.0,0.4575,12.0,0.3922,13.0,45.0,1.4706,10129,6108.0,199.6078,0.161681,9475.0,,,123.0,21.0,102.0,61.0,4.0,4.0196,3765.0,3058.0,46.0,3191.0,2567.0,45.0,574.0,491.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01/1315361,partial,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1315361?gameHash=36c53321a0aded2f,LCK,2020,Spring,0,2020-03-27 07:34:39,1,10.05,8,Red,mid,Ucal,oe:player:bd6a2e6aaeb993fd29f43790265297f,Griffin,oe:team:76b516358ee227ba806ba5d955b6314,Rumble,Aphelios,Senna,Sejuani,Lee Sin,Rek'Sai,,,,,,1836,1,4,1,14,23,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7516,0.8824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11825.0,386.4379,0.199443,412.1895,620.8824,17.0,0.5556,6.0,0.1961,10.0,32.0,1.0458,11487,7466.0,243.9869,0.197628,11050.0,,,215.0,211.0,4.0,0.0,4.0,7.0261,3429.0,3997.0,74.0,3231.0,4000.0,82.0,198.0,-3.0,-8.0,1.0,3.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
