gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
1596-2099,partial,https://lpl.qq.com/es/stats.shtml?bmid=1596,LPL,2017,Spring,0,2017-04-15 06:48:00,2,7.06,10,Red,sup,Baolan,oe:player:158c720179ac94f4bbe38b809ff1702,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Lulu,,,,,,,,,,,2385,1,1,2,20,22,12,,,,,,,,,0.5535,0.8553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800.0,6679.0,168.0252,0.133064,,,,27.0,,,,,0.6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596-2099,partial,https://lpl.qq.com/es/stats.shtml?bmid=1596,LPL,2017,Spring,0,2017-04-15 06:48:00,2,7.06,100,Blue,team,,,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,,,,,,,,,,,,2385,0,12,22,30,12,22,,,,,,,,,0.3019,0.8553,,0.0,4.0,,,,,,,,,0.0,,,,0.0,0.0,,,,1.0,1.0,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,67700.0,,,,,,,1224.0,,,,,30.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596-2099,partial,https://lpl.qq.com/es/stats.shtml?bmid=1596,LPL,2017,Spring,0,2017-04-15 06:48:00,2,7.06,200,Red,team,,,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,,,,,,,,,,,,2385,1,22,12,68,22,12,,,,,,,,,0.5535,0.8553,,4.0,0.0,,,,,,,,,4.0,,,,0.0,0.0,,,,1.0,1.0,,,,9.0,3.0,,,,,,,,,,,,,,,,,,,75800.0,,,,,,,1137.0,,,,,28.6038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,1,Blue,top,GimGoon,oe:player:e657a3a85d87422def10751fd190b72,Game Talents,oe:team:a0995be66c38dc996c6fd94bd9db9c3,Fizz,,,,,,,,,,,1531,0,0,4,3,9,19,,,,,,,,,0.3527,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,4622.0,181.1365,0.193308,,,,181.0,,,,,7.0934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,2,Blue,jng,aqiu,oe:player:b7911bc5471f3be39cadd7fa2ce2271,Game Talents,oe:team:a0995be66c38dc996c6fd94bd9db9c3,Graves,,,,,,,,,,,1531,0,3,5,4,9,19,,,,,,,,,0.3527,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,4622.0,181.1365,0.193308,,,,105.0,,,,,4.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,3,Blue,mid,Grail,oe:player:c31d9121946c66a4be31950f016b3a4,Game Talents,oe:team:a0995be66c38dc996c6fd94bd9db9c3,Viktor,,,,,,,,,,,1531,0,4,3,0,9,19,,,,,,,,,0.3527,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200.0,5822.0,228.1646,0.2435,,,,199.0,,,,,7.7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,4,Blue,bot,West,oe:player:bf495fc048d8d44b7f32536df5cf393,Game Talents,oe:team:a0995be66c38dc996c6fd94bd9db9c3,Ashe,,,,,,,,,,,1531,0,1,3,4,9,19,,,,,,,,,0.3527,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400.0,6022.0,236.0026,0.251866,,,,203.0,,,,,7.9556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,5,Blue,sup,Savoki,oe:player:48cf5e2fc2ae01c6b849283b065b583,Game Talents,oe:team:a0995be66c38dc996c6fd94bd9db9c3,Tahm Kench,,,,,,,,,,,1531,0,1,4,4,9,19,,,,,,,,,0.3527,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0,2822.0,110.5944,0.118018,,,,33.0,,,,,1.2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,6,Red,top,Jinoo,oe:player:fa63162e5fdad40447d9895396a62fc,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Fiora,,,,,,,,,,,1531,1,7,1,5,19,9,,,,,,,,,0.7446,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100.0,8722.0,341.8158,0.243566,,,,223.0,,,,,8.7394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,7,Red,jng,eimy,oe:player:05bbbf6959f2b7ace12e90d1a58a212,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Lee Sin,,,,,,,,,,,1531,1,3,1,9,19,9,,,,,,,,,0.7446,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600.0,6222.0,243.8406,0.173749,,,,88.0,,,,,3.4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,8,Red,mid,GodV,oe:player:a20cb2b91531d5425abb8f38ebb6c99,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Syndra,,,,,,,,,,,1531,1,3,1,11,19,9,,,,,,,,,0.7446,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11700.0,8322.0,326.1398,0.232395,,,,247.0,,,,,9.6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,9,Red,bot,imp,oe:player:5d859973609e453b2c48448851e4bfb,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Varus,,,,,,,,,,,1531,1,4,3,7,19,9,,,,,,,,,0.7446,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400.0,8022.0,314.3828,0.224017,,,,213.0,,,,,8.3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,10,Red,sup,pyl,oe:player:707db7bba13f08e124e564143ff4aa3,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Karma,,,,,,,,,,,1531,1,2,3,12,19,9,,,,,,,,,0.7446,1.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,4522.0,177.2175,0.126273,,,,19.0,,,,,0.7446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,100,Blue,team,,,Game Talents,oe:team:a0995be66c38dc996c6fd94bd9db9c3,,,,,,,,,,,,1531,0,9,19,15,9,19,,,,,,,,,0.3527,1.0973,,0.0,2.0,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,1.0,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,40800.0,,,,,,,721.0,,,,,28.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150-2123,partial,https://lpl.qq.com/es/stats.shtml?bmid=2150,LPL,2017,Summer,0,2017-04-19 07:58:00,3,7.07,200,Red,team,,,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,,,,,,,,,,,,1531,1,19,9,44,19,9,,,,,,,,,0.7446,1.0973,,2.0,0.0,,,,,,,,,2.0,,,,0.0,0.0,,,,1.0,0.0,,,,8.0,3.0,,,,,,,,,,,,,,,,,,,52700.0,,,,,,,790.0,,,,,30.9602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,1,Blue,top,Mouse,oe:player:f2a47c6809d88e175dade0ef7b16aa1,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,Kennen,,,,,,,,,,,2025,1,4,2,8,19,13,,,,,,,,,0.563,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400.0,12014.0,355.9704,0.259651,,,,372.0,,,,,11.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,2,Blue,jng,Fireloli,oe:player:9f820219a9712dc03a7ceacbb2d2e18,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,Graves,,,,,,,,,,,2025,1,5,1,9,19,13,,,,,,,,,0.563,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13100.0,8714.0,258.1926,0.188329,,,,144.0,,,,,4.2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,3,Blue,mid,Scout,oe:player:71e79ef80600d398d90cfebe3b0b758,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,Taliyah,,,,,,,,,,,2025,1,3,2,10,19,13,,,,,,,,,0.563,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15100.0,10714.0,317.4519,0.231555,,,,288.0,,,,,8.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,4,Blue,bot,Zet,oe:player:ee5a58b78187701cfcb5ee25b4324c7,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,Kog'Maw,,,,,,,,,,,2025,1,5,4,4,19,13,,,,,,,,,0.563,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700.0,9314.0,275.9704,0.201297,,,,231.0,,,,,6.8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,5,Blue,sup,Meiko,oe:player:bda7cc061d7a1576f1dcad33dd505cd,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,Lulu,,,,,,,,,,,2025,1,2,4,11,19,13,,,,,,,,,0.563,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900.0,5514.0,163.3778,0.119168,,,,26.0,,,,,0.7704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,6,Red,top,V,oe:player:5206560a306a2e085a437fd258eb57c,Newbee,oe:team:7e76012fb69f9e19b2dc690dde98ac1,Fizz,,,,,,,,,,,2025,0,1,4,8,13,19,,,,,,,,,0.3852,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900.0,7514.0,222.637,0.214258,,,,269.0,,,,,7.9704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,7,Red,jng,Swift,oe:player:ae832e9b5bda2699db45f3fa6aa8c55,Newbee,oe:team:7e76012fb69f9e19b2dc690dde98ac1,Lee Sin,,,,,,,,,,,2025,0,3,6,5,13,19,,,,,,,,,0.3852,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200.0,5814.0,172.2667,0.165782,,,,123.0,,,,,3.6444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,8,Red,mid,Coco,oe:player:70e4468a0681958e0c34cf3b52ade41,Newbee,oe:team:7e76012fb69f9e19b2dc690dde98ac1,Twisted Fate,,,,,,,,,,,2025,0,4,5,4,13,19,,,,,,,,,0.3852,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400.0,8014.0,237.4519,0.228515,,,,234.0,,,,,6.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,9,Red,bot,Lwx,oe:player:ce76a8fc639b0cc96da48c76bc0bbeb,Newbee,oe:team:7e76012fb69f9e19b2dc690dde98ac1,Ezreal,,,,,,,,,,,2025,0,4,1,5,13,19,,,,,,,,,0.3852,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500.0,9114.0,270.0444,0.259882,,,,317.0,,,,,9.3926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,10,Red,sup,Mor,oe:player:3a51d2dae2a4c583a3f70ceed2e17ff,Newbee,oe:team:7e76012fb69f9e19b2dc690dde98ac1,Karma,,,,,,,,,,,2025,0,1,3,7,13,19,,,,,,,,,0.3852,0.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,4614.0,136.7111,0.131563,,,,46.0,,,,,1.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,100,Blue,team,,,EDward Gaming,oe:team:056c3140a119e44a03d462e2c832f27,,,,,,,,,,,,2025,1,19,13,42,19,13,,,,,,,,,0.563,0.9481,,3.0,0.0,,,,,,,,,3.0,,,,0.0,0.0,,,,1.0,0.0,,,,10.0,3.0,,,,,,,,,,,,,,,,,,,68200.0,,,,,,,1061.0,,,,,31.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144-2134,partial,https://lpl.qq.com/es/stats.shtml?bmid=2144,LPL,2017,Spring,1,2017-04-20 16:10:00,3,7.07,200,Red,team,,,Newbee,oe:team:7e76012fb69f9e19b2dc690dde98ac1,,,,,,,,,,,,2025,0,13,19,29,13,19,,,,,,,,,0.3852,0.9481,,0.0,3.0,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,1.0,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,57000.0,,,,,,,989.0,,,,,29.3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,1,Blue,top,Lies,oe:player:77c658a4a2e9f4096755a823847c19e,DAN Gaming,oe:team:c52f1f25b322f34e191a3d0edb5d88d,Shen,,,,,,,,,,,2551,1,1,1,14,19,11,,,,,,,,,0.4469,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000.0,11541.0,271.4465,0.218559,,,,404.0,,,,,9.5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,2,Blue,jng,Karin,oe:player:5b591ed6a915f05e3629a1b5156ad8e,DAN Gaming,oe:team:c52f1f25b322f34e191a3d0edb5d88d,Gragas,,,,,,,,,,,2551,1,4,1,13,19,11,,,,,,,,,0.4469,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500.0,9041.0,212.646,0.171214,,,,142.0,,,,,3.3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,3,Blue,mid,Ggoong,oe:player:d55620130ce20b8cb9a504b6b16f7a1,DAN Gaming,oe:team:c52f1f25b322f34e191a3d0edb5d88d,Taliyah,,,,,,,,,,,2551,1,7,2,4,19,11,,,,,,,,,0.4469,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17500.0,12041.0,283.2066,0.228028,,,,373.0,,,,,8.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,4,Blue,bot,QiuQiu,oe:player:00e1677908b0a579a5870fbad836dcc,DAN Gaming,oe:team:c52f1f25b322f34e191a3d0edb5d88d,Caitlyn,,,,,,,,,,,2551,1,7,2,12,19,11,,,,,,,,,0.4469,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18800.0,13341.0,313.7828,0.252648,,,,373.0,,,,,8.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,5,Blue,sup,Cat,oe:player:7c67be1b944646ffc400b17e7f82a1e,DAN Gaming,oe:team:c52f1f25b322f34e191a3d0edb5d88d,Malzahar,,,,,,,,,,,2551,1,0,5,17,19,11,,,,,,,,,0.4469,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12300.0,6841.0,160.9016,0.129551,,,,44.0,,,,,1.0349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,6,Red,top,Loong,oe:player:b5e77cbbde6e6a5b9a6bce02d7e6383,Vici Gaming,oe:team:5627e3ef0b2477289b218ddeb6a151a,Kled,,,,,,,,,,,2551,0,3,3,3,11,19,,,,,,,,,0.2587,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17900.0,12441.0,292.6147,0.242492,,,,425.0,,,,,9.9961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,7,Red,jng,Bengi,oe:player:b7a96528935de93953af4738b9bd8e0,Vici Gaming,oe:team:5627e3ef0b2477289b218ddeb6a151a,Kha'Zix,,,,,,,,,,,2551,0,1,4,5,11,19,,,,,,,,,0.2587,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,7541.0,177.3657,0.146982,,,,122.0,,,,,2.8695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,8,Red,mid,Easyhoon,oe:player:cafee7267cccef814a0dd4c05afd254,Vici Gaming,oe:team:5627e3ef0b2477289b218ddeb6a151a,Syndra,,,,,,,,,,,2551,0,0,3,4,11,19,,,,,,,,,0.2587,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17100.0,11641.0,273.7985,0.226899,,,,415.0,,,,,9.7609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,9,Red,bot,XuanXuanPi,oe:player:9e8e950dedd7302d4bcbe4718b13b25,Vici Gaming,oe:team:5627e3ef0b2477289b218ddeb6a151a,Varus,,,,,,,,,,,2551,0,5,3,3,11,19,,,,,,,,,0.2587,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19600.0,14141.0,332.599,0.275628,,,,432.0,,,,,10.1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,10,Red,sup,Duan,oe:player:5961b9c45e8cd870020433a870618cd,Vici Gaming,oe:team:5627e3ef0b2477289b218ddeb6a151a,Thresh,,,,,,,,,,,2551,0,2,6,7,11,19,,,,,,,,,0.2587,0.7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,5541.0,130.3254,0.107999,,,,42.0,,,,,0.9878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,100,Blue,team,,,DAN Gaming,oe:team:c52f1f25b322f34e191a3d0edb5d88d,,,,,,,,,,,,2551,1,19,11,60,19,11,,,,,,,,,0.4469,0.7056,,4.0,1.0,,,,,,,,,4.0,,,,0.0,0.0,,,,1.0,2.0,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,80100.0,,,,,,,1336.0,,,,,31.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153-2136,partial,https://lpl.qq.com/es/stats.shtml?bmid=2153,LPL,2017,Summer,0,2017-04-21 07:10:00,2,7.07,200,Red,team,,,Vici Gaming,oe:team:5627e3ef0b2477289b218ddeb6a151a,,,,,,,,,,,,2551,0,11,19,22,11,19,,,,,,,,,0.2587,0.7056,,1.0,4.0,,,,,,,,,1.0,,,,0.0,0.0,,,,2.0,1.0,,,,6.0,8.0,,,,,,,,,,,,,,,,,,,78600.0,,,,,,,1436.0,,,,,33.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
