teamname,team_avg_dpm,team_avg_deaths_per_minute,team_avg_ward_score,team_avg_objective_participation,team_avg_vspm,team_index_dpm,team_index_deaths_per_minute,team_index_ward_score,team_index_objective_participation,team_index_vspm
FunPlus Phoenix,588.0999105263159,0.09279531887569993,0.7335302631578947,,1.107328947368421,0.9912336809260691,0.9910579614801179,0.998202456040876,,0.9963007206322486
Royal Never Give Up,642.7111,0.1015866137899004,0.7474,,1.1505,1.0832800312023434,1.084949365938879,1.0170766676116805,,1.0351431539936378
