id,playername,teamname,year,split,final_offense,final_defense,final_utility,final_macro,final_clutch,final_consistency,error
11527,Jiekou,Oh My God Academy,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11532,Kailai,Young Glory,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11533,Kailai,Young Glory,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11534,Khan,Newbee Young,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11535,LaoZhou,Oh My God Academy,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11537,Luo,Newbee Young,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11540,Maps,Wan Yoo,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11541,Ming,Young Miracles,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11542,Mushroom,MF Gaming,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11546,Ning,Young Miracles,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11547,Ning,Young Miracles,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11548,NonVerbal,Team WE Future,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11550,Ori,MF Gaming,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11554,Profit,Young Glory,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11556,QiuShui,Young Glory,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11559,Riris,Revenger,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11560,Riris,Revenger,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11565,Seok1,Wan Yoo,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11566,Sixsix9,Wan Yoo,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11571,Starlight,Revenger,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11576,Viper,Young Miracles,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11578,West,Team WE Future,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11583,Xintai,MF Gaming,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11587,YuZhe,Newbee Young,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11588,ZhouFang,Team WE Future,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11589,Zoom,MF Gaming,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11593,cyeol,Revenger,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11596,illusion,Young Glory,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11597,jingjun,Revenger,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11603,marilyn,Young Miracles,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11604,nanzhu,Young Glory,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11608,tale,Oh My God Academy,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11612,yellowman,Revenger,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11613,yueyueyue,Wan Yoo,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11614,yuyanjia,Team WE Future,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11721,Acorn,Saint Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11724,Avoidless,Suning,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11727,Bing,Saint Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11729,Cat,DAN Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11739,Dian,Suning,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11741,Fury,Suning,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11743,Ggoong,DAN Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11750,Karin,DAN Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11753,Langx,Suning,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11756,Lies,DAN Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11769,Police,DS Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11771,QiuQiu,DAN Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11786,Xintai,DS Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11787,Yoon,Suning,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11792,Zoom,DS Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11795,chimin,Saint Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11796,chimin,Saint Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11797,cyeol,DS Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11807,x1u,Saint Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11808,xQ,Saint Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11811,xiaopeng,DS Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
12097,Almighty,RGA,2017,Summer,50.0,60.95775622968044,52.23593275942178,,50.0,50.0,NaN/inf in step1_basic_metrics
12101,BeryL,MiraGe Gaming,2017,Summer,87.33496766127561,79.08359824082393,95.27426204262872,,56.43540885645341,91.37048550577197,NaN/inf in step1_basic_metrics
12107,Crush,MiraGe Gaming,2017,Summer,95.1884727609714,80.1113655275095,80.70753400423908,,100.0,86.98913232502557,NaN/inf in step1_basic_metrics
12112,Drizzle,RGA,2017,Summer,56.744621943991376,65.48946496090068,52.39114424833775,,52.8117186706398,54.85706568755632,NaN/inf in step1_basic_metrics
12120,Hoit,MiraGe Gaming,2017,Summer,95.76511533062262,85.69264670910303,84.69368420329313,,100.0,92.48354333318886,NaN/inf in step1_basic_metrics
12133,Parang,MiraGe Gaming,2017,Summer,84.86799451231865,82.7152443721933,90.61614564051776,,91.1616565928474,88.65942603257805,NaN/inf in step1_basic_metrics
12135,Poss,RGA,2017,Summer,56.13772029446695,65.53154864339712,53.5965892581861,,50.0,54.883851830020085,NaN/inf in step1_basic_metrics
12149,TaNa,RGA,2017,Summer,50.0,67.14476928797583,50.0,,51.95681451346056,50.0,NaN/inf in step1_basic_metrics
12152,Try,MiraGe Gaming,2017,Summer,87.54297091362959,74.77717214583,92.54419220517995,,75.67791909819672,87.15506122158325,NaN/inf in step1_basic_metrics
12156,moment,RGA,2017,Summer,53.2670576638425,66.6259203698972,52.44477299525632,,50.61906623267024,53.97971149573722,NaN/inf in step1_basic_metrics
12952,Acorn,Saint Gaming,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
12977,Happy,Newbee,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
12996,Mor,Newbee,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
12999,OTTO,Saint Gaming,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13014,Swift,Newbee,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13018,V,Newbee,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13029,chimin,Saint Gaming,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13030,dade,Newbee,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13035,x1u,Saint Gaming,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13036,xQ,Saint Gaming,2016,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13040,957,Team WE,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13045,Baolan,Invictus Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13046,Ben,Team WE,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13049,Bvoy,Royal Club,2017,Spring,,,,75.0,75.0,,No matching raw data
13051,COLD,Oh My God,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13056,Clowz,Young Miracles,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13058,Condi,Team WE,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13060,Corn,Royal Club,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13065,Duke,Invictus Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13067,Easyhoon,Vici Gaming,2017,Spring,,69.43586023124375,56.08974183566288,75.0,75.0,60.3922221823984,NaN/inf in step1_basic_metrics
13069,Fireloli,EDward Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13076,Happy,Newbee,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13078,Humble,EDward Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13079,ICON,Oh My God,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13084,Juejue,Oh My God,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13085,Juejue,Oh My God,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13087,Kid,Invictus Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13088,Kid,Invictus Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13090,Letme,Royal Club,2017,Spring,,,,75.0,75.0,,No matching raw data
13091,Letme,Royal Never Give Up,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13092,Ley,Royal Club,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13097,Meiko,EDward Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13098,Ming,Royal Never Give Up,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13099,Ming,Young Miracles,2017,Spring,,,,75.0,75.0,,No matching raw data
13104,Mor,Newbee,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13106,Mystic,Team WE,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13107,Ning,Young Miracles,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13109,Peng,Vici Gaming,2017,Spring,,71.37960145396937,55.56605206636433,75.0,75.0,55.19495279556017,NaN/inf in step1_basic_metrics
13111,Rio,Invictus Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13113,Rookie,Invictus Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13115,Scout,EDward Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13117,Smlz,Oh My God,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13122,Swift,Newbee,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13125,V,Newbee,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13126,Viper,Young Miracles,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13129,World6,Oh My God,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13133,Xiyang,Oh My God,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13136,Zet,EDward Gaming,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13141,dade,Newbee,2017,Spring,,,,75.0,75.0,,No matching raw data
13144,inSec,Royal Club,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13147,marilyn,Young Miracles,2017,Spring,,,,75.0,75.0,,No matching raw data
13151,xiye,Team WE,2017,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13153,957,Team WE,2017,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13159,Babi9,Suning,2017,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13160,Banks,Suning,2017,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
13162,Ben,Team WE,2017,Summer,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
