id,playername,teamname,year,split,final_offense,final_defense,final_utility,final_macro,final_clutch,final_consistency,error
1366,Amazing,Fnatic Academy,2017,Summer,82.13687994631695,89.81661806777684,70.59073175734514,,69.9879170701568,92.06363615250376,NaN/inf in step1_basic_metrics
1378,Cinkrof,Origen,2017,Summer,54.89433780084466,70.5879187437161,53.17737226193815,,55.43299668397718,55.19371085163192,NaN/inf in step1_basic_metrics
1379,CozQ,Misfits Academy,2017,Summer,74.00840905883528,80.04556789756845,65.72324814242806,,63.22175989620073,76.47304951540968,NaN/inf in step1_basic_metrics
1384,Dreams,Misfits Academy,2017,Summer,75.39785938674447,82.99824931888236,82.89780611692674,,50.0,99.99352230200792,NaN/inf in step1_basic_metrics
1391,HeaQ,Giants Gaming,2017,Summer,78.06678522966394,84.47650942793852,75.219144006409,,61.03220624805744,77.58051562014359,NaN/inf in step1_basic_metrics
1396,Hustlin,Giants Gaming,2017,Summer,52.64081773994414,71.28801050346577,54.45674086443868,,50.0,52.57322581368066,NaN/inf in step1_basic_metrics
1402,Jisu,Misfits Academy,2017,Summer,56.45976868429104,71.7482269994882,53.97339635414914,,50.64112058026799,55.44744461591533,NaN/inf in step1_basic_metrics
1404,Kikis,Fnatic Academy,2017,Summer,85.26891275774702,93.91069040698976,85.29355823167833,,58.3704103390084,85.56066373284536,NaN/inf in step1_basic_metrics
1406,Klaj,Fnatic Academy,2017,Summer,51.87993281237065,70.85206495497943,54.95693877000204,,50.0,51.46658887118718,NaN/inf in step1_basic_metrics
1415,Memento,Giants Gaming,2017,Summer,57.334861451649545,72.07234882913403,54.8774948023132,,51.87991883109172,56.64191579149274,NaN/inf in step1_basic_metrics
1419,MrRallez,Fnatic Academy,2017,Summer,58.792937551156754,75.66481712406144,56.79734980876955,,55.93893957618492,57.9185861015799,NaN/inf in step1_basic_metrics
1420,Naehyun,Origen,2017,Summer,55.91427305566727,71.67545007531233,53.25045420753335,,53.9396187242854,55.91602719940168,NaN/inf in step1_basic_metrics
1422,NighT,Giants Gaming,2017,Summer,56.60664225518167,72.89873988762834,53.91020371229552,,54.992866153754434,56.24805216693085,NaN/inf in step1_basic_metrics
1423,Nisqy,Fnatic Academy,2017,Summer,67.34974040530804,83.02066740964106,62.98385790849314,,61.71668479946515,67.59465339454269,NaN/inf in step1_basic_metrics
1434,Pridestalkr,Misfits Academy,2017,Summer,76.14470259548057,82.27028054360056,66.03519216331607,,50.0,75.49585089976021,NaN/inf in step1_basic_metrics
1441,Satorius,Origen,2017,Summer,59.62587383464613,73.27767726080707,55.56909631637205,,51.34823706394977,58.59173019986429,NaN/inf in step1_basic_metrics
1450,Tabzz,Origen,2017,Summer,57.716485714719454,71.26629911510861,55.69271127126202,,50.0,56.86682959887644,NaN/inf in step1_basic_metrics
1462,Yuuki60,Misfits Academy,2017,Summer,68.06034273142005,84.74079057757407,64.36401107610028,,73.80755305189317,67.31458403774047,NaN/inf in step1_basic_metrics
1465,fjoompbun,Giants Gaming,2017,Summer,60.43886129602411,72.31393180501617,56.60136974470575,,50.97359524122179,60.34050051992072,NaN/inf in step1_basic_metrics
1468,xPeke,Origen,2017,Summer,50.20524209140565,69.43478213984774,51.423655480851885,,50.0,50.0,NaN/inf in step1_basic_metrics
2225,Deftly,eUnited,2017,Summer,50.457371695766845,56.499149288264746,52.658336606873554,,50.0,50.0,NaN/inf in step1_basic_metrics
2228,Fenix,Gold Coin United,2017,Summer,50.0,70.0,50.0,,50.0,50.0,NaN/inf in step1_basic_metrics
2230,Fox,eUnited,2017,Summer,67.24596536918202,62.02583596426642,59.418223897350174,,54.30680496539172,67.54174158609476,NaN/inf in step1_basic_metrics
2234,Gilius,eUnited,2017,Summer,54.82270753080629,62.65004053832724,52.79163577517902,,50.0,54.08732151848119,NaN/inf in step1_basic_metrics
2247,Licorice,eUnited,2017,Summer,52.49561311648211,68.6885631622298,52.08941780311408,,53.08224129906378,51.50927273972921,NaN/inf in step1_basic_metrics
2251,MadLife,Gold Coin United,2017,Summer,66.34227117851383,73.59647749980718,59.029313241572986,,50.0,64.17731844922871,NaN/inf in step1_basic_metrics
2253,Mash,Gold Coin United,2017,Summer,72.85410766871645,71.70662762111574,64.462280333791,,60.93351187407991,78.39790200108799,NaN/inf in step1_basic_metrics
2271,Santorin,Gold Coin United,2017,Summer,63.61839166777201,75.78169859861353,59.47265431330987,,54.52410570377097,64.07083886984547,NaN/inf in step1_basic_metrics
2277,Solo,Gold Coin United,2017,Summer,62.84063332716812,73.39974610899331,59.02757910251635,,58.545002303704266,61.24720506670046,NaN/inf in step1_basic_metrics
2284,Zeyzal,eUnited,2017,Summer,50.0,70.0,50.0,,50.0,50.0,NaN/inf in step1_basic_metrics
3830,Chingz,XGamers,2017,Summer,54.39323900690727,70.95295742997794,51.73211149961844,,50.0,54.0392452865472,NaN/inf in step1_basic_metrics
3831,Coool,Team Yetti,2017,Summer,50.0,71.42795240488718,53.22782322982316,,50.0,50.0,NaN/inf in step1_basic_metrics
3841,Holo,Team Yetti,2017,Summer,62.06641083890455,70.21871166868914,59.99099547324625,,62.59401813808788,61.832820542263306,NaN/inf in step1_basic_metrics
3842,Jjun,Team Yetti,2017,Summer,57.42457248341952,72.51266428592325,56.43404469455693,,50.0,57.010524290002536,NaN/inf in step1_basic_metrics
3843,Joy,Team Yetti,2017,Summer,59.50186297726884,72.24286881174021,54.29144129868085,,54.4602478651972,57.62793129892174,NaN/inf in step1_basic_metrics
3847,Kawa,XGamers,2017,Summer,52.10277872809307,67.71135275558692,50.90509988222547,,50.0,52.34080755324688,NaN/inf in step1_basic_metrics
3850,LBB,XGamers,2017,Summer,57.23537042729077,67.7511589606576,51.43194219424943,,59.23610386633791,54.6739407034264,NaN/inf in step1_basic_metrics
3859,Mist,Team Yetti,2017,Summer,55.43263743560233,72.1498549539456,52.88461905664951,,54.373307197870446,55.06142295721978,NaN/inf in step1_basic_metrics
3864,Nexus,XGamers,2017,Summer,98.42996961625327,68.34553409841992,86.00920955266892,,50.0,98.05854415443694,NaN/inf in step1_basic_metrics
3872,SIUSIU,XGamers,2017,Summer,55.46444109553043,71.03529150518787,54.39227621158547,,53.97772373818018,55.83090017504866,NaN/inf in step1_basic_metrics
3886,Zest,XGamers,2017,Summer,66.82211789254498,69.16624245005133,53.197165997424975,,50.0,55.16187093323239,NaN/inf in step1_basic_metrics
4421,Emtest,HWA Gaming,2017,Summer,70.08199685084462,74.01343202947017,80.75408585097182,,57.13714477065625,72.30357740830078,NaN/inf in step1_basic_metrics
4430,Inition,Team Turquality,2017,Summer,50.0,65.69349027355594,51.0424618987833,,50.0,50.0,NaN/inf in step1_basic_metrics
4448,Panky,HWA Gaming,2017,Summer,86.66755757739142,72.91848946206086,85.48756045541502,,50.0,93.68735249742298,NaN/inf in step1_basic_metrics
4450,Polyokov,HWA Gaming,2017,Summer,60.77964481151874,73.29774984302595,58.7587420766852,,92.08379086910216,57.68466699889945,NaN/inf in step1_basic_metrics
4453,Revanche,HWA Gaming,2017,Summer,54.54924599105849,71.84400003376695,56.103597605734414,,50.0,56.18149585531744,NaN/inf in step1_basic_metrics
4464,Trix,HWA Gaming,2017,Summer,57.00075647182133,69.20897883475348,55.57230333353374,,63.41409042634246,58.99671015417047,NaN/inf in step1_basic_metrics
4465,Truklax,Team Turquality,2017,Summer,51.38185576257516,68.5519368177647,50.81533445070385,,50.0,52.73321560718163,NaN/inf in step1_basic_metrics
4477,kazze,Team Turquality,2017,Summer,53.155440650147845,65.62382925998114,52.50805284508928,,50.0,51.64692988190419,NaN/inf in step1_basic_metrics
4479,midali,Team Turquality,2017,Summer,72.88220167103113,65.1211933443912,55.97720448914524,,50.0,79.07069126752477,NaN/inf in step1_basic_metrics
4481,w4lker,Team Turquality,2017,Summer,62.86576759533904,61.421285732856624,55.320485996277085,,50.0,63.8970566082989,NaN/inf in step1_basic_metrics
7781,Candy,CJ Entus,2017,Summer,56.74516109777796,69.30044437575208,55.25714793772387,,53.35559107574381,56.58073774222275,NaN/inf in step1_basic_metrics
7791,Edge,Kongdoo Monster,2017,Summer,50.0,70.261859068903,51.57364115700789,,51.62500295076465,50.0,NaN/inf in step1_basic_metrics
7796,GuGer,Kongdoo Monster,2017,Summer,60.6054363369443,74.74791196561472,61.17145930229282,,50.0,64.2222943219268,NaN/inf in step1_basic_metrics
7822,Punch,Kongdoo Monster,2017,Summer,63.990996888569335,70.98956591628728,63.34606315649327,,60.26601581772551,69.22713100681989,NaN/inf in step1_basic_metrics
7823,Pure,CJ Entus,2017,Summer,50.0,70.0,50.08337052861234,,50.0,50.0,NaN/inf in step1_basic_metrics
7826,Roach,Kongdoo Monster,2017,Summer,59.089875036569154,72.29000146062006,60.94259652373704,,52.88674897389914,59.75032648464482,NaN/inf in step1_basic_metrics
7835,Soul,CJ Entus,2017,Summer,55.065377527677256,70.62598650432982,57.04733716184529,,50.0,56.06917678280799,NaN/inf in step1_basic_metrics
7837,Ssol,Kongdoo Monster,2017,Summer,75.15936734322185,69.21459780147768,63.34472283349133,,85.52685161797106,71.31611097078263,NaN/inf in step1_basic_metrics
7844,Veritas,CJ Entus,2017,Summer,55.350396873212766,69.11926415885932,54.42334453984565,,50.0,54.896943018675735,NaN/inf in step1_basic_metrics
7845,Winged,CJ Entus,2017,Summer,55.36424930518459,69.74173088065649,53.99655704295371,,50.0,54.80588869771456,NaN/inf in step1_basic_metrics
7959,Justice,Jin Air Green Wings,2018,Summer,,70.0,50.12687935687146,70.0,50.0,50.0,NaN/inf in step1_basic_metrics
8255,Naehyun,Griffin,2020,Spring,,70.0,50.0,70.03044208547001,50.0,50.0,NaN/inf in step1_basic_metrics
9263,Brucer,Team oNe eSports,2019,Split 2,,71.991237016216,51.835323506711966,72.04241857628162,50.0,57.71782342094939,NaN/inf in step1_basic_metrics
10096,BlackArrow,RoX,2017,Spring,,63.17004600388111,59.39462266195444,75.0,50.0,81.71601865762186,NaN/inf in step1_basic_metrics
10104,DiscotEkka,RoX,2017,Spring,,70.0,50.0,75.0,50.0,50.0,NaN/inf in step1_basic_metrics
10152,Antariys,Team Empire,2017,Summer,79.67601614836565,72.89920294784514,68.62414317120505,,50.0,76.29439320310388,NaN/inf in step1_basic_metrics
10155,BloodFenix,Dolphins,2017,Summer,51.36068230241853,65.23218025124962,51.63749370268648,,50.0,55.147572800286426,NaN/inf in step1_basic_metrics
10168,Finn,Team Empire,2017,Summer,53.17137773045637,71.59122020813628,53.44348509163274,,61.16095427713276,50.0,NaN/inf in step1_basic_metrics
10173,Kinzu,Team Empire,2017,Summer,53.59255029018319,60.19493136530288,61.48687001409088,,64.52826591704601,50.0,NaN/inf in step1_basic_metrics
10176,Lasagna,Dolphins,2017,Summer,53.25492047189776,65.85676020913675,50.0,,68.6265344106724,50.0,NaN/inf in step1_basic_metrics
10186,Paris,Team Empire,2017,Summer,52.353330284477664,68.69174922888598,50.93734566015117,,52.360032090869545,52.02288464931675,NaN/inf in step1_basic_metrics
10187,Piter Pokir,Dolphins,2017,Summer,50.0,70.0,50.0,,50.0,50.0,NaN/inf in step1_basic_metrics
10192,Pyrex,Team Empire,2017,Summer,52.11691288840393,65.60434472304118,58.40638662186554,,50.0,61.18830446051573,NaN/inf in step1_basic_metrics
10203,Tauren,Dolphins,2017,Summer,51.4639285485857,52.08038730167094,60.77246973070146,,50.0,54.056807630702,NaN/inf in step1_basic_metrics
10204,Tristesse,Dolphins,2017,Summer,56.02096285878347,61.714839875023536,52.50319652974793,,50.0,50.0,NaN/inf in step1_basic_metrics
10813,Air,SCARZ,2017,Summer,50.0,70.0,50.0,,50.0,50.0,NaN/inf in step1_basic_metrics
10815,Akasi,DetonatioN Rising,2017,Summer,88.80066566385862,83.74047725325339,86.79766684214349,,61.68921515706252,93.66158388399064,NaN/inf in step1_basic_metrics
10820,Astarore,DetonatioN Rising,2017,Summer,83.45105298638818,83.64249647260978,79.13266488301902,,93.02823443473484,83.89155256939671,NaN/inf in step1_basic_metrics
10825,Day1,SCARZ,2017,Summer,51.69382289644559,67.10905276800597,57.14153955750118,,51.890438338782296,50.0,NaN/inf in step1_basic_metrics
10826,DayDream,SCARZ,2017,Summer,53.11207794763112,67.81648549670517,51.88652106263599,,50.0,51.99848666677952,NaN/inf in step1_basic_metrics
10831,Hollis,DetonatioN Rising,2017,Summer,97.64502420036035,91.222690292746,79.56460894101644,,100.0,87.54601059547551,NaN/inf in step1_basic_metrics
10834,Legato,DetonatioN Rising,2017,Summer,80.5985282101689,95.87207077276098,89.3694086761334,,75.0,100.0,NaN/inf in step1_basic_metrics
10837,MayZ,DetonatioN Rising,2017,Summer,93.73027199143924,85.56850961248074,81.01377234193149,,100.0,92.55070032305248,NaN/inf in step1_basic_metrics
10838,Mei,SCARZ,2017,Summer,52.05892978276461,69.9782800884781,57.023976038163646,,75.0,52.41813561671882,NaN/inf in step1_basic_metrics
10849,Search,SCARZ,2017,Summer,50.0,66.04738195662887,51.018475144071154,,53.08941450120074,50.0,NaN/inf in step1_basic_metrics
10860,hachamecha,Crest Gaming Act,2017,Summer,50.0,58.277108871230666,50.0,,50.0,50.0,NaN/inf in step1_basic_metrics
10861,hetakyun,Crest Gaming Act,2017,Summer,50.0,65.43759733908556,50.0,,75.0,50.0,NaN/inf in step1_basic_metrics
10862,ion,Crest Gaming Act,2017,Summer,50.33590462420607,64.43940786769704,51.12917964818844,,50.0,50.64313204258704,NaN/inf in step1_basic_metrics
10863,ion,Crest Gaming Act,2017,Summer,55.60186683703253,62.5815880488214,51.77373142051895,,54.20417008668272,57.15561525862312,NaN/inf in step1_basic_metrics
10864,mai,Crest Gaming Act,2017,Summer,58.31455251313441,53.06455346747593,53.43970012091562,,50.0,55.59682505269596,NaN/inf in step1_basic_metrics
10865,mai,Crest Gaming Act,2017,Summer,59.77997572653973,65.34379109186851,53.54110733365783,,50.0,61.06521547427814,NaN/inf in step1_basic_metrics
10867,suzuki,Crest Gaming Act,2017,Summer,51.61487080780347,61.42237799505355,50.57475723302031,,50.0,51.23621619873237,NaN/inf in step1_basic_metrics
11502,Candyseven,Newbee Young,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11503,Cat,Oh My God Academy,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11505,Chengzi,Oh My God Academy,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11508,Clid,Newbee Young,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11509,Clowz,Young Miracles,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11512,DeuL,Wan Yoo,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11513,Dingbo,Young Glory,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11514,Elinke,MF Gaming,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
11526,Jaden,Team WE Future,2016,Spring,,,,75.0,75.0,,NaN/inf in step1_basic_metrics
